Business Name,Address,Category,Google Maps Link,Website,Rating,Reviews,Phone
Cairo Skin Clinic Dr Ibrahim Abdelkareem,011 02602673,طبيب أمراض جلدية,https://www.google.com/maps/place/Cairo+Skin+Clinic+Dr+Ibrahim+Abdelkareem/data=!4m7!3m6!1s0x14583fb9334575ff:0x3e3fd1dd3812e8de!8m2!3d30.0588386!4d31.3373213!16s%2Fg%2F11g2q61qb1!19sChIJ_3VFM7k_WBQR3ugSON3RPz4?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Cairo+Skin+Clinic+Dr+Ibrahim+Abdelkareem/data=!4m7!3m6!1s0x14583fb9334575ff:0x3e3fd1dd3812e8de!8m2!3d30.0588386!4d31.3373213!16s%2Fg%2F11g2q61qb1!19sChIJ_3VFM7k_WBQR3ugSON3RPz4?authuser=0&hl=ar&rclk=1,5.0,47.0,011 02602673
عيادة د. محمد ثروت Dr. Tharwat Clinic,011 10729992,عِيادة أسنان,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF.+%D9%85%D8%AD%D9%85%D8%AF+%D8%AB%D8%B1%D9%88%D8%AA+Dr.+Tharwat+Clinic%E2%80%AD/data=!4m7!3m6!1s0x145841195e2a244f:0xa875ea743d2a8dc9!8m2!3d30.057794!4d31.1925582!16s%2Fg%2F11fpv8q7xf!19sChIJTyQqXhlBWBQRyY0qPXTqdag?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF.+%D9%85%D8%AD%D9%85%D8%AF+%D8%AB%D8%B1%D9%88%D8%AA+Dr.+Tharwat+Clinic%E2%80%AD/data=!4m7!3m6!1s0x145841195e2a244f:0xa875ea743d2a8dc9!8m2!3d30.057794!4d31.1925582!16s%2Fg%2F11fpv8q7xf!19sChIJTyQqXhlBWBQRyY0qPXTqdag?authuser=0&hl=ar&rclk=1,4.6,35.0,011 10729992
Oasis Clinics,Karma 1 Office Building، Above Al Ahli Bank of Kuwait، 2nd Floor,عيادة طبية,https://www.google.com/maps/place/Oasis+Clinics/data=!4m7!3m6!1s0x14585a1a9926b389:0xea744fc74fc5a51!8m2!3d30.0239355!4d30.9987046!16s%2Fg%2F11b5yvzv20!19sChIJibMmmRpaWBQRUVr8dPxEpw4?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Oasis+Clinics/data=!4m7!3m6!1s0x14585a1a9926b389:0xea744fc74fc5a51!8m2!3d30.0239355!4d30.9987046!16s%2Fg%2F11b5yvzv20!19sChIJibMmmRpaWBQRUVr8dPxEpw4?authuser=0&hl=ar&rclk=1,4.1,156.0,010 04000777
ميديكال بارك,,مركز طبي,https://www.google.com/maps/place/%D9%85%D9%8A%D8%AF%D9%8A%D9%83%D8%A7%D9%84+%D8%A8%D8%A7%D8%B1%D9%83%E2%80%AD/data=!4m7!3m6!1s0x14583cc0903b7b43:0x4370e4f7e9bac561!8m2!3d30.004598!4d31.426386!16s%2Fg%2F11dyqrg13h!19sChIJQ3s7kMA8WBQRYcW66ffkcEM?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D9%85%D9%8A%D8%AF%D9%8A%D9%83%D8%A7%D9%84+%D8%A8%D8%A7%D8%B1%D9%83%E2%80%AD/data=!4m7!3m6!1s0x14583cc0903b7b43:0x4370e4f7e9bac561!8m2!3d30.004598!4d31.426386!16s%2Fg%2F11dyqrg13h!19sChIJQ3s7kMA8WBQRYcW66ffkcEM?authuser=0&hl=ar&rclk=1,4.0,67.0,
Dr. Rany Dental Clinic,2CCM+9MP,عِيادة أسنان,https://www.google.com/maps/place/Dr.+Rany+Dental+Clinic/data=!4m7!3m6!1s0x14583cd820a823bd:0x9f79b0773190d0f1!8m2!3d30.0209667!4d31.4341881!16s%2Fg%2F11f15lr67f!19sChIJvSOoINg8WBQR8dCQMXeweZ8?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dr.+Rany+Dental+Clinic/data=!4m7!3m6!1s0x14583cd820a823bd:0x9f79b0773190d0f1!8m2!3d30.0209667!4d31.4341881!16s%2Fg%2F11f15lr67f!19sChIJvSOoINg8WBQR8dCQMXeweZ8?authuser=0&hl=ar&rclk=1,4.8,50.0,010 22033648
Phyxing Clinic - G7,"G7 Complex,Al Tahrir Axis,New Cairo 1, Cairo Governorate 4741203",عيادة علاج طبيعي,https://www.google.com/maps/place/Phyxing+Clinic+-+G7/data=!4m7!3m6!1s0x145823130a6373ed:0xe6dbaa7a75e0fe22!8m2!3d30.0431282!4d31.4966264!16s%2Fg%2F11y4bfs9td!19sChIJ7XNjChMjWBQRIv7gdXqq2-Y?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Phyxing+Clinic+-+G7/data=!4m7!3m6!1s0x145823130a6373ed:0xe6dbaa7a75e0fe22!8m2!3d30.0431282!4d31.4966264!16s%2Fg%2F11y4bfs9td!19sChIJ7XNjChMjWBQRIv7gdXqq2-Y?authuser=0&hl=ar&rclk=1,5.0,8.0,011 16655564
Doctor Egypt,N 90th Street - Service Ln,فريق طبي,https://www.google.com/maps/place/Doctor+Egypt/data=!4m7!3m6!1s0x14583d91ab865077:0x1a811d1ed457facb!8m2!3d30.021718!4d31.417023!16s%2Fg%2F11j7gs32bv!19sChIJd1CGq5E9WBQRy_pX1B4dgRo?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Doctor+Egypt/data=!4m7!3m6!1s0x14583d91ab865077:0x1a811d1ed457facb!8m2!3d30.021718!4d31.417023!16s%2Fg%2F11j7gs32bv!19sChIJd1CGq5E9WBQRy_pX1B4dgRo?authuser=0&hl=ar&rclk=1,5.0,5.0,010 23017414
Dentra Clinic - New Cairo,"Agora Mall, 1-6, Clinic M, النصر",عِيادة أسنان,https://www.google.com/maps/place/Dentra+Clinic+-+New+Cairo/data=!4m7!3m6!1s0x14583f9f1a98bd09:0xad03a86ed1a97a3!8m2!3d30.0194924!4d31.5291229!16s%2Fg%2F11sjtqrcl8!19sChIJCb2YGp8_WBQRo5ca7YY60Ao?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dentra+Clinic+-+New+Cairo/data=!4m7!3m6!1s0x14583f9f1a98bd09:0xad03a86ed1a97a3!8m2!3d30.0194924!4d31.5291229!16s%2Fg%2F11sjtqrcl8!19sChIJCb2YGp8_WBQRo5ca7YY60Ao?authuser=0&hl=ar&rclk=1,5.0,4.0,011 55557750
مجمع غالي الطبي,32 El Golf St,فريق طبي,https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%BA%D8%A7%D9%84%D9%8A+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14583876a7e3240f:0x6bb81285bf73525d!8m2!3d29.9678388!4d31.2676294!16s%2Fg%2F1tr6pkn7!19sChIJDyTjp3Y4WBQRXVJzv4USuGs?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%BA%D8%A7%D9%84%D9%8A+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14583876a7e3240f:0x6bb81285bf73525d!8m2!3d29.9678388!4d31.2676294!16s%2Fg%2F1tr6pkn7!19sChIJDyTjp3Y4WBQRXVJzv4USuGs?authuser=0&hl=ar&rclk=1,3.6,78.0,02 23809995
Maurice Dental Clinic - Dr. Rami Maurice,012 08882626,عِيادة أسنان,https://www.google.com/maps/place/Maurice+Dental+Clinic+-+Dr.+Rami+Maurice/data=!4m7!3m6!1s0x14583e1df0dff9c7:0x454f364b28be3e6a!8m2!3d30.0892002!4d31.3378683!16s%2Fg%2F119v546sq!19sChIJx_nf8B0-WBQRaj6-KEs2T0U?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Maurice+Dental+Clinic+-+Dr.+Rami+Maurice/data=!4m7!3m6!1s0x14583e1df0dff9c7:0x454f364b28be3e6a!8m2!3d30.0892002!4d31.3378683!16s%2Fg%2F119v546sq!19sChIJx_nf8B0-WBQRaj6-KEs2T0U?authuser=0&hl=ar&rclk=1,5.0,83.0,012 08882626
"Cutis ""The Skin Clinic""",010 09070000,عيادة للعناية بالبشرة,https://www.google.com/maps/place/Cutis+%22The+Skin+Clinic%22/data=!4m7!3m6!1s0x14584130c1c35cbf:0xc325a3b79e6546ff!8m2!3d30.0521788!4d31.2022557!16s%2Fg%2F11b5pj6b8d!19sChIJv1zDwTBBWBQR_0ZlnrejJcM?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Cutis+%22The+Skin+Clinic%22/data=!4m7!3m6!1s0x14584130c1c35cbf:0xc325a3b79e6546ff!8m2!3d30.0521788!4d31.2022557!16s%2Fg%2F11b5pj6b8d!19sChIJv1zDwTBBWBQR_0ZlnrejJcM?authuser=0&hl=ar&rclk=1,4.2,109.0,010 09070000
DermaHealth Lasers & Cosmetology,010 15550537,مركز طبي,https://www.google.com/maps/place/DermaHealth+Lasers+%26+Cosmetology/data=!4m7!3m6!1s0x1458412aa41a4f85:0xe66f8b7af4bec08a!8m2!3d30.0391755!4d31.2166877!16s%2Fg%2F1vvw_sjh!19sChIJhU8apCpBWBQRisC-9HqLb-Y?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/DermaHealth+Lasers+%26+Cosmetology/data=!4m7!3m6!1s0x1458412aa41a4f85:0xe66f8b7af4bec08a!8m2!3d30.0391755!4d31.2166877!16s%2Fg%2F1vvw_sjh!19sChIJhU8apCpBWBQRisC-9HqLb-Y?authuser=0&hl=ar&rclk=1,4.7,174.0,010 15550537
Smile & Shine Dental Clinic - Dr. Albert Wahib,"Inside the corner mall,opposite to Al-rehab city gate 6,New Cairo,Clinic B7",عِيادة أسنان,https://www.google.com/maps/place/Smile+%26+Shine+Dental+Clinic+-+Dr.+Albert+Wahib/data=!4m7!3m6!1s0x145840c6340b5307:0x94f8ccd1323e84ec!8m2!3d30.052964!4d31.488183!16s%2Fg%2F11byflhy5q!19sChIJB1MLNMZAWBQR7IQ-MtHM-JQ?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Smile+%26+Shine+Dental+Clinic+-+Dr.+Albert+Wahib/data=!4m7!3m6!1s0x145840c6340b5307:0x94f8ccd1323e84ec!8m2!3d30.052964!4d31.488183!16s%2Fg%2F11byflhy5q!19sChIJB1MLNMZAWBQR7IQ-MtHM-JQ?authuser=0&hl=ar&rclk=1,4.6,48.0,011 10707060
"Diamond Dental Center, الفرع الرئيسي","29 Saeam Al daher st. Shobra, Cairo, From Road El Farag street",عِيادة أسنان,"https://www.google.com/maps/place/Diamond+Dental+Center,+%D8%A7%D9%84%D9%81%D8%B1%D8%B9+%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x1458406705574335:0x479138c01a90ccd1!8m2!3d30.0806658!4d31.2418463!16s%2Fg%2F11c5_y5bkx!19sChIJNUNXBWdAWBQR0cyQGsA4kUc?authuser=0&hl=ar&rclk=1","https://www.google.com/maps/place/Diamond+Dental+Center,+%D8%A7%D9%84%D9%81%D8%B1%D8%B9+%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x1458406705574335:0x479138c01a90ccd1!8m2!3d30.0806658!4d31.2418463!16s%2Fg%2F11c5_y5bkx!19sChIJNUNXBWdAWBQR0cyQGsA4kUc?authuser=0&hl=ar&rclk=1",4.8,22.0,011 17788848
Shiny White Dental Centers Roxi - Dr. Shady Ali Hussein,010 33556449,عِيادة أسنان,https://www.google.com/maps/place/Shiny+White+Dental+Centers+Roxi+-+Dr.+Shady+Ali+Hussein/data=!4m7!3m6!1s0x14583f5bed3d372b:0xda80f75e4dc44895!8m2!3d30.0936076!4d31.313773!16s%2Fg%2F11sbv10z_s!19sChIJKzc97Vs_WBQRlUjETV73gNo?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Shiny+White+Dental+Centers+Roxi+-+Dr.+Shady+Ali+Hussein/data=!4m7!3m6!1s0x14583f5bed3d372b:0xda80f75e4dc44895!8m2!3d30.0936076!4d31.313773!16s%2Fg%2F11sbv10z_s!19sChIJKzc97Vs_WBQRlUjETV73gNo?authuser=0&hl=ar&rclk=1,4.9,94.0,010 33556449
Gezira Dental Clinic - Dr. Wafaa Maurice,3 AL Borg St Inside Anglo American Hospital,عِيادة أسنان,https://www.google.com/maps/place/Gezira+Dental+Clinic+-+Dr.+Wafaa+Maurice/data=!4m7!3m6!1s0x145841ce177ff0bb:0xad6e47faba0ea170!8m2!3d30.0462683!4d31.221604!16s%2Fg%2F11fk1mzpb9!19sChIJu_B_F85BWBQRcKEOuvpHbq0?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Gezira+Dental+Clinic+-+Dr.+Wafaa+Maurice/data=!4m7!3m6!1s0x145841ce177ff0bb:0xad6e47faba0ea170!8m2!3d30.0462683!4d31.221604!16s%2Fg%2F11fk1mzpb9!19sChIJu_B_F85BWBQRcKEOuvpHbq0?authuser=0&hl=ar&rclk=1,4.3,12.0,012 20023632
InShape Clinic Zamalek,02 21266800,مركز طبي,https://www.google.com/maps/place/InShape+Clinic+Zamalek/data=!4m7!3m6!1s0x145840e04a6d4f57:0xfc0e91525bfdb369!8m2!3d30.0637819!4d31.2181267!16s%2Fg%2F1typqybz!19sChIJV09tSuBAWBQRabP9W1KRDvw?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/InShape+Clinic+Zamalek/data=!4m7!3m6!1s0x145840e04a6d4f57:0xfc0e91525bfdb369!8m2!3d30.0637819!4d31.2181267!16s%2Fg%2F1typqybz!19sChIJV09tSuBAWBQRabP9W1KRDvw?authuser=0&hl=ar&rclk=1,4.3,79.0,02 21266800
Inshape Clinic New Cairo 1,"Trivium Business Complex, التسعين الشمالي",مركز طبي,https://www.google.com/maps/place/Inshape+Clinic+New+Cairo+1/data=!4m7!3m6!1s0x145823046cd86c11:0x5b273121d65a8f84!8m2!3d30.0278322!4d31.4867789!16s%2Fg%2F11h5fh1776!19sChIJEWzYbAQjWBQRhI9a1iExJ1s?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Inshape+Clinic+New+Cairo+1/data=!4m7!3m6!1s0x145823046cd86c11:0x5b273121d65a8f84!8m2!3d30.0278322!4d31.4867789!16s%2Fg%2F11h5fh1776!19sChIJEWzYbAQjWBQRhI9a1iExJ1s?authuser=0&hl=ar&rclk=1,4.3,60.0,02 21266800
Jasmin Clinic - د. لمياء عبدالودود,"Cairo Business Plaza, 303, 90th north road",عيادة للعناية بالبشرة,https://www.google.com/maps/place/Jasmin+Clinic+-+%D8%AF.+%D9%84%D9%85%D9%8A%D8%A7%D8%A1+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%88%D8%AF%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f7f1f2582fc3dd:0x68e13f91d4831972!8m2!3d30.0279484!4d31.4875691!16s%2Fg%2F11j6qhp70q!19sChIJ3cMvWPLx9xQRchmD1JE_4Wg?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Jasmin+Clinic+-+%D8%AF.+%D9%84%D9%85%D9%8A%D8%A7%D8%A1+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%88%D8%AF%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f7f1f2582fc3dd:0x68e13f91d4831972!8m2!3d30.0279484!4d31.4875691!16s%2Fg%2F11j6qhp70q!19sChIJ3cMvWPLx9xQRchmD1JE_4Wg?authuser=0&hl=ar&rclk=1,4.2,21.0,010 98238883
Haddad Dental Clinic,010 99974047,عِيادة أسنان,https://www.google.com/maps/place/Haddad+Dental+Clinic/data=!4m7!3m6!1s0x1458235f004a7225:0x3013f14a4d98a570!8m2!3d30.0277057!4d31.4875051!16s%2Fg%2F11fj514cpf!19sChIJJXJKAF8jWBQRcKWYTUrxEzA?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Haddad+Dental+Clinic/data=!4m7!3m6!1s0x1458235f004a7225:0x3013f14a4d98a570!8m2!3d30.0277057!4d31.4875051!16s%2Fg%2F11fj514cpf!19sChIJJXJKAF8jWBQRcKWYTUrxEzA?authuser=0&hl=ar&rclk=1,4.7,30.0,010 99974047
Doctoorum,"The greek campus - Office, 171 El tahrir, 401",شركة تأمين صحي,https://www.google.com/maps/place/Doctoorum/data=!4m7!3m6!1s0x1458419c08f6256f:0x4f32e205c03f8f8e!8m2!3d30.0446584!4d31.2389149!16s%2Fg%2F11hzy74x1m!19sChIJbyX2CJxBWBQRjo8_wAXiMk8?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Doctoorum/data=!4m7!3m6!1s0x1458419c08f6256f:0x4f32e205c03f8f8e!8m2!3d30.0446584!4d31.2389149!16s%2Fg%2F11hzy74x1m!19sChIJbyX2CJxBWBQRjo8_wAXiMk8?authuser=0&hl=ar&rclk=1,5.0,9.0,011 12048111
Dentalica Clinics,011 11242221,عِيادة أسنان,https://www.google.com/maps/place/Dentalica+Clinics/data=!4m7!3m6!1s0x14583994f6e145b5:0x1037092dfd9c57d3!8m2!3d29.9612704!4d31.288796!16s%2Fg%2F11kc280k5j!19sChIJtUXh9pQ5WBQR01ec_S0JNxA?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dentalica+Clinics/data=!4m7!3m6!1s0x14583994f6e145b5:0x1037092dfd9c57d3!8m2!3d29.9612704!4d31.288796!16s%2Fg%2F11kc280k5j!19sChIJtUXh9pQ5WBQR01ec_S0JNxA?authuser=0&hl=ar&rclk=1,5.0,18.0,011 11242221
Helio Dental Clinics | New Cairo,011 50044446,عِيادة أسنان,https://www.google.com/maps/place/Helio+Dental+Clinics+%7C+New+Cairo/data=!4m7!3m6!1s0x14583de39e43a3cb:0xce4c61ae4a50528!8m2!3d30.0208409!4d31.4348631!16s%2Fg%2F11j7j__8rh!19sChIJy6NDnuM9WBQRKAWl5BrG5Aw?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Helio+Dental+Clinics+%7C+New+Cairo/data=!4m7!3m6!1s0x14583de39e43a3cb:0xce4c61ae4a50528!8m2!3d30.0208409!4d31.4348631!16s%2Fg%2F11j7j__8rh!19sChIJy6NDnuM9WBQRKAWl5BrG5Aw?authuser=0&hl=ar&rclk=1,4.9,36.0,011 50044446
عياده اسنان دكتور فادى رياض,012 08083080,عِيادة أسنان,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D9%87+%D8%A7%D8%B3%D9%86%D8%A7%D9%86+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%81%D8%A7%D8%AF%D9%89+%D8%B1%D9%8A%D8%A7%D8%B6%E2%80%AD/data=!4m7!3m6!1s0x145815e7c86d703f:0xf0367d677238e62c!8m2!3d30.106838!4d31.343791!16s%2Fg%2F11bzz_fyy1!19sChIJP3BtyOcVWBQRLOY4cmd9NvA?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D9%87+%D8%A7%D8%B3%D9%86%D8%A7%D9%86+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%81%D8%A7%D8%AF%D9%89+%D8%B1%D9%8A%D8%A7%D8%B6%E2%80%AD/data=!4m7!3m6!1s0x145815e7c86d703f:0xf0367d677238e62c!8m2!3d30.106838!4d31.343791!16s%2Fg%2F11bzz_fyy1!19sChIJP3BtyOcVWBQRLOY4cmd9NvA?authuser=0&hl=ar&rclk=1,4.9,423.0,012 08083080
Cairo Pain Clinic(Dr. Ossama Hamdy),,طبيب إدارة الألم,https://www.google.com/maps/place/Cairo+Pain+Clinic%28Dr.+Ossama+Hamdy%29/data=!4m7!3m6!1s0x14583f6102ce15eb:0x73dd492953a8418f!8m2!3d30.0850616!4d31.3310072!16s%2Fg%2F11hwckr5kz!19sChIJ6xXOAmE_WBQRj0GoUylJ3XM?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Cairo+Pain+Clinic%28Dr.+Ossama+Hamdy%29/data=!4m7!3m6!1s0x14583f6102ce15eb:0x73dd492953a8418f!8m2!3d30.0850616!4d31.3310072!16s%2Fg%2F11hwckr5kz!19sChIJ6xXOAmE_WBQRj0GoUylJ3XM?authuser=0&hl=ar&rclk=1,,,
CAPSTONE DENTAL CLINIC,010 02196666,عِيادة أسنان,https://www.google.com/maps/place/CAPSTONE+DENTAL+CLINIC/data=!4m7!3m6!1s0x14584115eb6d44f9:0x8e513e0675d9ed47!8m2!3d30.061805!4d31.2231208!16s%2Fg%2F11px0rwz9g!19sChIJ-URt6xVBWBQRR-3ZdQY-UY4?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/CAPSTONE+DENTAL+CLINIC/data=!4m7!3m6!1s0x14584115eb6d44f9:0x8e513e0675d9ed47!8m2!3d30.061805!4d31.2231208!16s%2Fg%2F11px0rwz9g!19sChIJ-URt6xVBWBQRR-3ZdQY-UY4?authuser=0&hl=ar&rclk=1,5.0,50.0,010 02196666
"Cutis ""The Skin Clinic"" Tagamo","Cairo Medical Center - CMC, التسعين الشمالي",عيادة للعناية بالبشرة,https://www.google.com/maps/place/Cutis+%22The+Skin+Clinic%22+Tagamo/data=!4m7!3m6!1s0x14583fb788f7ba9f:0x74613f5b5bccb050!8m2!3d30.0211153!4d31.4343574!16s%2Fg%2F11gvzl37b0!19sChIJn7r3iLc_WBQRULDMW1s_YXQ?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Cutis+%22The+Skin+Clinic%22+Tagamo/data=!4m7!3m6!1s0x14583fb788f7ba9f:0x74613f5b5bccb050!8m2!3d30.0211153!4d31.4343574!16s%2Fg%2F11gvzl37b0!19sChIJn7r3iLc_WBQRULDMW1s_YXQ?authuser=0&hl=ar&rclk=1,3.6,56.0,010 09070000
Dr Ahmed Mohsen Dental Center طبيب اسنان,010 97050867,عِيادة أسنان,https://www.google.com/maps/place/Dr+Ahmed+Mohsen+Dental+Center+%D8%B7%D8%A8%D9%8A%D8%A8+%D8%A7%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x1458166aa195d693:0xfb88372ac99616f7!8m2!3d30.0197051!4d31.4347868!16s%2Fg%2F11g9qfydb6!19sChIJk9aVoWoWWBQR9xaWySo3iPs?authuser=0&hl=ar&rclk=1,https://www.google.com/maps/place/Dr+Ahmed+Mohsen+Dental+Center+%D8%B7%D8%A8%D9%8A%D8%A8+%D8%A7%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x1458166aa195d693:0xfb88372ac99616f7!8m2!3d30.0197051!4d31.4347868!16s%2Fg%2F11g9qfydb6!19sChIJk9aVoWoWWBQR9xaWySo3iPs?authuser=0&hl=ar&rclk=1,4.9,209.0,010 97050867
